application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/27427,1999-11-19,?,PCT,NGUYEN,TAM,M,93725,1764,585,750000,,None,33673,256,10nov2001 00:00:00,9200,2006-03-27,,,200032544,2000-06-08,,,,PEND,ISOMERIZATION OF HYDROCARBONS,0,0
PCT/US99/27428,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,MNI-070CP3PC,218,06dec1999 18:15:15,9200,2006-03-27,,,200031133,2000-06-02,,,,PEND,POTASSIUM CHANNEL INTERACTORS AND USES THEREFOR,0,0
PCT/US99/27430,1999-11-19,?,PCT,FORMAN,BETTY,J,59480,1655,435,007100,,None,LUD 5543.2 P,256,10nov2001 00:00:00,9200,2006-03-27,,,200031299,2000-06-02,,,,PEND,METHOD FOR DETERMINING NUCLEOTIDE SEQUENCES USING ARBITRARY PRIMERS AND LOW STRINGENCY,0,0
PCT/US99/27431,1999-11-18,?,PCT,CHEN,JOSE,V,65092,3636,108,050010,,None,10905.13WOU1,256,10nov2001 00:00:00,9200,2006-03-27,,,200030499,2000-06-02,,,,PEND,MULTIPLE COMPUTER OPERATOR SUPPORT SYSTEM,0,0
PCT/US99/27432,1999-11-18,?,PCT,None,None,None,,5331,000,000000,,None,SWIM(PCT),566,10feb2000 00:00:00,9200,2006-03-27,,,200029073,2000-05-25,,,,PEND,SWIM TRAINING APPARATUS,0,0
PCT/US99/27433,1999-11-18,?,PCT,CHAN,WING,F,95635,2614,379,394000,,None,USW0465PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200033556,2000-06-08,,,,PEND,BRIDGED TAP TERMINATOR,0,0
PCT/US99/27434,1999-11-18,?,PCT,None,None,None,,5332,000,000000,,None,98-1902PCT,218,21dec1999 18:14:28,9200,2006-03-27,,,200032715,2000-06-08,,,,PEND,CUSTOMIZED GRIP USING A THERMOREVERSIBLE GEL COMPOSITION,0,0
PCT/US99/27435,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,121-183,218,23dec1999 18:14:24,9200,2006-03-27,,,200030615,2000-06-02,,,,PEND,METHOD OF PREPARING STABLE SUSPENSION OF INSOLUBLE MICROPARTICLES,0,0
PCT/US99/27436,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,121-185,218,23dec1999 18:14:20,9200,2006-03-27,,,200030616,2000-06-02,,,,PEND,DISPERSIBLE PHOSPHOLIPID STABILIZED MICROPARTICLES,0,0
PCT/US99/27437,1999-11-19,?,PCT,THISSELL,JENNIFER,I,95889,3635,052,079100,,None,40944.000115,256,10nov2001 00:00:00,9200,2006-03-27,,,200031362,2000-06-02,,,,PEND,CONTAINER FOR PREFABRICATED TRANSPORTABLE BUILDINGS,0,0
PCT/US99/27438,1999-11-19,?,PCT,BRAGDON,KATHLEEN,KERR,98531,1652,536,023200,,None,300622003140,256,10nov2001 00:00:00,9200,2006-03-27,,,200031247,2000-06-02,,,,PEND,RECOMBINANT METHODS AND MATERIALS FOR PRODUCING EPOTHILONE AND EPOTHILONE DERIVATIVES,0,0
PCT/US99/27439,1999-11-18,?,PCT,None,None,None,,5332,000,000000,,None,MO-4887PCT,218,21dec1999 18:13:56,9200,2006-03-27,,,200031162,2000-06-02,,,,PEND,NOVEL POLYETHER POLYOLS BASED ON TRIAZOLE GROUP CONTAINING COMPOUNDS AND A PROCESS FOR THEIR,0,0
PCT/US99/27440,1999-11-18,?,PCT,None,None,None,,5332,000,000000,,None,5500 P 032,218,21dec1999 18:13:51,9200,2006-03-27,,,200029302,2000-05-25,,,,PEND,FLEXIBLE CONTAINER WITH EVACUATION FORM INSERT,0,0
PCT/US99/27442,1999-11-17,?,PCT,CANELLA,KAREN,A,99892,1642,435,325000,,None,1225/2D755-W,256,10nov2001 00:00:00,9200,2006-03-27,,,200029554,2000-05-25,,,,PEND,COMPOSITIONS FOR PRESERVING HAPTENIZED TUMOR CELLS FOR USE IN VACCINES USING THEREOF,0,0
PCT/US99/27443,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,2119-110FPC,218,09mar2000 18:13:35,9200,2006-03-27,,,200033121,2000-06-08,,,,PEND,MICROLENS STRUCTURE HAVING TWO ANAMORPHIC SURFACES ON OPPOSING ENDS OF A SINGLE HIGH INDEX SUBSTRATE,0,0
PCT/US99/27444,1999-11-17,?,PCT,None,None,None,,5332,000,000000,,None,246/074WO,218,13dec1999 18:13:30,9200,2006-03-27,,,200030471,2000-06-02,,,,PEND,POPPING BAMBARRA GROUNDNUT,0,0
PCT/US99/27445,1999-11-18,?,PCT,WALKER,MISTY,F,86869,5332,000,000000,,None,"98,485-A",218,22dec1999 18:13:26,9200,2006-03-27,,,200032020,2000-06-02,,,,PEND,EDGE CONNECTORS FOR PRINTED CIRCUIT BOARDS COMPRISING CONDUCTIVE INK,0,0
PCT/US99/27446,1999-11-18,?,PCT,MORRIS,LESLEY,D,91772,3752,239,394000,,None,12269WO01,256,10nov2001 00:00:00,9200,2006-03-27,,,200030757,2000-06-02,,,,PEND,TEXTURE MATERIAL APPARATUS,0,0
PCT/US99/27447,1999-11-18,?,PCT,OLSEN,KAJ,K,75367,1744,015,235600,,None,12304WO02,256,10nov2001 00:00:00,9200,2006-03-27,,,200032322,2000-06-08,,,,PEND,PLASTIC MASON'S TROWEL,0,0
PCT/US99/27448,1999-11-18,?,PCT,SALATA,ANTHONY,J,96704,2837,318,254000,,None,34403.0116,566,26may2000 00:00:00,9200,2017-03-08,,,200029853,2000-05-25,,,,PEND,METHODS AND APPARATUS FOR A REAL-TIME MOTOR CONTROLLER,0,0
PCT/US99/27449,1999-11-17,?,PCT,BLACKMAN,ANTHONY,J,69598,2676,345,136000,,None,Q3D1P002.P,566,15may2000 00:00:00,9200,2006-03-27,,,200030033,2000-05-25,,,,PEND,DEVICE AND METHOD FOR ANTIALIASING HIGH RESOLUTION PIXEL DATA FOR LOWER RESOLUTION DISPLAY,0,0
PCT/US99/27450,1999-11-16,?,PCT,SCHOENFELD,MEREDITH,HOPE,99624,3753,137,843000,,None,06618/374WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200029770,2000-05-25,,,,PEND,PARYLENE MICRO CHECK VALVE AND FABRICATION METHOD THEREOF,0,0
PCT/US99/27451,1999-11-17,?,PCT,KENNEDY,SHARON,E,95223,3763,604,035000,,None,4954.01,256,10nov2001 00:00:00,9200,2006-03-27,,,200029045,2000-05-25,,,,PEND,VENTED ASPIRATOR AND METHOD,0,0
PCT/US99/27452,1999-11-17,?,PCT,None,None,None,,5332,000,000000,,None,06510/056WO3,218,26dec1999 18:12:26,9200,2006-03-27,,,200031547,2000-06-02,,,,PEND,PRION PROTEIN STANDARD AND METHOD OF MAKING SAME,0,0
PCT/US99/27453,1999-11-17,?,PCT,HINDENBURG,MAX,F,66423,3736,600,562000,,None,26684-5050,256,10nov2001 00:00:00,9200,2006-03-27,,,200030531,2000-06-02,,,,PEND,TISSUE ACQUISITION SYSTEM AND METHODS OF USE,0,0
PCT/US99/27454,1999-11-18,?,PCT,MRUK,BRIAN,P,73692,1751,510,130000,,None,KCX-105-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200037597,2000-06-29,,,,PEND,AQUEOUS LIQUID CLEANING FORMULATION,0,0
PCT/US99/27455,1999-11-18,?,PCT,WILLS,MONIQUE,M,68415,1745,429,034000,,None,6503-14,256,10nov2001 00:00:00,9200,2006-03-27,,,200030202,2000-05-25,,,,PEND,FUEL CELL COLLECTOR PLATE AND METHOD OF FABRICATION,0,0
PCT/US99/27456,1999-11-18,?,PCT,None,None,None,,5332,000,000000,,None,DI-5373 PCT,218,28dec1999 18:11:52,9200,2006-03-27,,,200033851,2000-06-15,,,,PEND,"""PERITONEAL DIALYSIS SOLUTION CONTAINING MODIFIED ICODEXTRING""",0,0
PCT/US99/27457,1999-11-19,?,PCT,SZUMNY,JONATHON,A,77649,3632,248,523000,,None,046066-00024,256,10nov2001 00:00:00,9200,2006-03-27,,,200030504,2000-06-02,,,,PEND,TREE STAND AND ASSOCIATED ADAPTER,0,0
PCT/US99/27458,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,RLC-58-PCT,218,22dec1999 18:11:36,9200,2006-03-27,,,200030137,2000-05-25,,,,PEND,MEDIUM TO HIGH VOLTAGE LOAD CIRCUIT INTERRUPTERS INCLUDING METAL RESISTORS HAVING A POSITIVE,0,0
PCT/US99/27459,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,DC4778PCT,218,05jan2000 18:11:29,9200,2006-03-27,,,200034206,2000-06-15,,,,PEND,"STABLE, CONSTANT PARTICLE SIZE, AQUEOUS EMULSIONS OF NONPOLAR SILANES SUITABLE FOR USE IN WATER",0,0
PCT/US99/27460,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,DC4699PCT,218,05jan2000 18:11:24,9200,2006-03-27,,,200032654,2000-06-08,,,,PEND,SILYL-FUNCTIONAL LIVING CATIONIC POLYMERS,0,0
PCT/US99/27461,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,DC4698PCT,218,05jan2000 18:11:19,9200,2006-03-27,,,200032609,2000-06-08,,,,PEND,SILYL-FUNCTIONAL INITIATOR FOR LIVING CATIONIC POLYMERIZATION,0,0
PCT/US99/27462,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,DC4736PCT,218,15dec1999 18:11:15,9200,2006-03-27,,,200040653,2000-07-13,,,,PEND,THERMOPLASTIC POLYMERS MODIFIED WITH SILOXANE BLENDS,0,0
PCT/US99/27463,1999-11-19,?,PCT,None,None,None,,5332,000,000000,,None,DC4726PCT,218,15dec1999 18:11:11,9200,2006-03-27,,,200034207,2000-06-15,,,,PEND,STABLE AQUEOUS EMULSIONS OF NONPOLAR SILANES HAVING CONSTANT PARTICLE SIZE,0,0
PCT/US99/27464,1999-11-18,?,PCT,None,None,None,,5332,000,000000,,None,81208-246275,218,03jan2000 18:11:06,9200,2006-03-27,,,200029807,2000-05-25,,,,PEND,DETECTION SYSTEM FOR NANOMETER SCALE TOPOGRAPHIC MEASUREMENTS OF REFLECTIVE SURFACES,0,0
PCT/US99/27465,1999-11-20,?,PCT,ZARA,JANE,J,71123,1674,514,044000,,None,19452-3-2PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200031109,2000-06-02,,,,PEND,USE OF CORE 2 GLCNAC TRANSFERASE INHIBITORS IN TREATING INFLAMATION,0,0
PCT/US99/27466,1999-11-19,?,PCT,NGO,HUNG,NHAT,65777,2874,385,146000,,None,017844-020,256,10nov2001 00:00:00,9200,2006-03-27,,,200031465,2000-06-02,,,,PEND,OPTICAL LIGHT PIPES WITH LASER LIGHT APPEARANCE,0,0
PCT/US99/27467,2000-01-31,?,PCT,LE,HIEU,C,61037,2142,709,247000,,None,21764/121,256,10nov2001 00:00:00,5H10,2001-04-13,,,200155904,2001-08-02,,,,PEND,SYSTEM AND METHOD FOR IN-STREAM DATA COMPRESSION,0,0
PCT/US99/27468,1999-11-19,?,PCT,SCHOEPPEL,ROGER,J,98523,3672,166,381000,,None,97.005,256,10nov2001 00:00:00,9200,2006-03-27,,,200031370,2000-06-02,,,,PEND,METHOD FOR INSTALLING TUBULAR MEMBERS AXIALLY INTO AN OVER-PRESSURED REGION OF THE EARTH,0,0
PCT/US99/27470,1999-11-19,?,PCT,CORBIN,ARTHUR,L,59616,1761,426,637000,,None,802-53796,256,10nov2001 00:00:00,9200,2006-03-27,,,200030472,2000-06-02,,,,PEND,IMPROVED PROCESS FOR PREPARING FROZEN POTATOES AND THE LIKE,0,0
PCT/US99/27471,1999-11-19,?,PCT,BAUMEISTER,BRADLEY,W,98655,2815,257,014000,,None,06618/379WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200031802,2000-06-02,,,,PEND,SLOTTED QUANTUM WELL SENSOR,0,0
PCT/US99/27472,1999-11-19,?,PCT,JACKSON JR,JEROME,,95303,2815,257,021000,,None,06618/379WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200031806,2000-06-02,,,,PEND,WAVELENGTH-INSENSITIVE RADIATION COUPLING FOR QUANTUM WELL SENSOR BASED ON INTERSUBBAND,0,0
PCT/US99/27473,1999-11-18,?,PCT,COPENHEAVER,BLAINE,R,71596,1771,428,100000,,None,99-PCT-1,256,10nov2001 00:00:00,9200,2006-03-27,,,200029295,2000-05-25,,,,PEND,VERSATILE BEVERAGE CONTAINER HOLDER,0,0
PCT/US99/27474,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,LATC8306WO,218,15dec1999 18:09:25,9200,2006-03-27,,,200030258,2000-05-25,,,,PEND,ENHANCED I/O CONTROL FLEXIBILITY FOR GENERATING CONTROL SIGNALS,0,0
PCT/US99/27475,1999-11-19,?,PCT,MOHAMED,ABDEL,A,60610,1653,514,002000,,None,SALK2800WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200030656,2000-06-02,,,,PEND,"NEURON STIMULATION BY RIBAVIRIN, AND ANALOGS THEREOF",0,0
PCT/US99/27476,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,DIVA/129PCT,218,13dec1999 18:09:10,9200,2006-03-27,,,200031975,2000-06-02,,,,PEND,SYSTEM AND METHOD FOR DETECTING AND CORRECTING A DEFECTIVE TRANSMISSION CHANNEL IN AN INTERACTIVE,0,0
PCT/US99/27477,1999-11-19,?,PCT,POWELL,WILLIAM,A,67836,1765,438,692000,,None,42496/125964,256,10nov2001 00:00:00,9200,2006-03-27,,,200032356,2000-06-08,,,,PEND,METHOD AND APPARATUS FOR ELECTROCHEMICAL MECHANICAL DEPOSITION,0,0
PCT/US99/27478,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,017884-PC,218,15dec1999 18:08:59,9200,2006-03-27,,,200031751,2000-06-02,,,,PEND,PROCESS FOR CONTROLLING WATER TREES,0,0
PCT/US99/27479,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,MOCP:197P--,218,15dec1999 18:08:55,9200,2006-03-27,,,200030451,2000-06-02,,,,PEND,COMPACT STORAGE AND SHIPPING SYSTEM FOR GLYPHOSATE HERBICIDE,0,0
PCT/US99/27480,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,BURG:045P,218,15dec1999 18:08:51,9200,2006-03-27,,,200030627,2000-06-02,,,,PEND,PHENYLACETIC ACID COMPOSITIONS FOR TREATING OR PREVENTING ATHEROSCLEROSIS AND RESTENOSIS,0,0
PCT/US99/27481,1999-11-19,?,PCT,JONES,DWAYNE,C,60709,1614,514,001000,,None,"60/109,611",256,10nov2001 00:00:00,9200,2006-03-27,,,200030446,2000-06-02,,,,PEND,DOSAGE FORMULATIONS FOR ACETYLCHOLINESTERASE INHIBITORS,0,0
PCT/US99/27482,1999-11-19,?,PCT,WONG,ALLEN,C,72249,2621,379,001000,,None,INT1P026.WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200031878,2000-06-02,,,,PEND,"LOW COST VIDEO COMPRESSION USING FAST, MODIFIED Z-CODING OF WAVELET PYRAMIDS",0,0
PCT/US99/27483,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,888124-07PCT,218,12apr2000 18:08:23,9200,2006-03-27,,,200034803,2000-06-15,,,,PEND,VISION-ASSISTED INERTIAL CAMERA POSE DETERMINATION,0,0
PCT/US99/27484,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,480102.407PC,218,21dec1999 18:08:20,9200,2006-03-27,,,200028993,2000-05-25,,,,PEND,RECEPTOR PROFILES FOR PRO-ERECTILE COMPOUNDS,0,0
PCT/US99/27485,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,AL/161 PCT,218,16dec1999 18:08:16,9200,2006-03-27,,,200031652,2000-06-02,,,,PEND,RECONFIGURABLE PROGRAMMABLE LOGIC DEVICE COMPUTER SYSTEM,0,0
PCT/US99/27486,1999-11-19,?,PCT,WYSZOMIERSKI,GEORGE,P,69193,1742,148,404000,,None,6001ALSNCS-1,256,10nov2001 00:00:00,9200,2006-03-27,,,200051761,2000-09-08,,,,PEND,METHOD AND APPARATUS FOR PRODUCTION OF A CAST COMPONENT,0,0
PCT/US99/27487,1999-11-19,?,PCT,POINVIL,FRANTZY,,65995,2164,716,001000,,None,1702/4(A)F1,256,10nov2001 00:00:00,9200,2006-03-27,,,200031674,2000-06-02,,,,PEND,INTEGRATED SYSTEM AND METHOD FOR PROVIDING FINANCIAL AND COMMERCIAL SERVICES AND PRODUCTS,0,0
PCT/US99/27488,1999-11-19,?,PCT,HWU,DAVIS,D,62374,3744,239,542000,,None,36484P/T67,256,10nov2001 00:00:00,9200,2006-03-27,,,200030433,2000-06-02,,,,PEND,DRIP IRRIGATION HOSE WITH EMITTERS HAVING DIFFERENT DISCHARGE RATES,0,0
PCT/US99/27489,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,3671PCT,218,27jan2000 18:07:41,9200,2006-03-27,,,200031977,2000-06-02,,,,PEND,MULTIMEDIA STREAM INCORPORATING INTERACTIVE SUPPORT FOR MULTIPLE TYPES OF SUBSCRIBER TERMINALS,0,0
PCT/US99/27490,1999-11-19,?,PCT,LI,QIAN,JANICE,76132,1632,514,001000,,None,ARCD340P,256,10nov2001 00:00:00,9200,2006-03-27,,,200031134,2000-06-02,,,,PEND,REGULATION OF HAIR FOLLICLE MORPHOGENESIS,0,0
PCT/US99/27491,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,PHYS-114740,218,15dec1999 18:07:27,9200,2006-03-27,,,200030712,2000-06-02,,,,PEND,VISUAL AND AURAL USER INTERFACE FOR AN AUTOMATED EXTERNAL DEFIBRILLATOR,0,0
PCT/US99/27492,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,3722PCT,218,15dec1999 18:07:22,9200,2006-03-27,,,200031921,2000-06-02,,,,PEND,LOGICAL NODE IDENTIFICATION IN AN INFORMATION TRANSMISSION NETWORK,0,0
PCT/US99/27493,1999-11-19,?,PCT,KRECK,JOHN,J,75221,3673,405,063000,,None,NONE,566,09mar2000 00:00:00,9200,2006-03-27,,,200031347,2000-06-02,,,,PEND,MOVABLE BARRIER WALL,0,0
PCT/US99/27494,1999-11-19,?,PCT,KRECK,JOHN,J,75221,3673,299,012000,,None,067083.0107,256,10nov2001 00:00:00,9200,2006-03-27,,,200031376,2000-06-02,,,,PEND,METHOD AND SYSTEM FOR ACCESSING SUBTERRANEAN DEPOSITS FROM THE SURFACE,0,0
PCT/US99/27495,1999-11-19,?,PCT,None,None,None,,5333,000,000000,,None,FP67343/AJT,218,16dec1999 18:07:02,9200,2006-03-27,,,200042424,2000-07-20,,,,PEND,MICROFABRICATED CAPILLARY ELECTROPHORESIS CHIP AND METHOD FOR SIMULTANEOUSLY DETECTING MULTIPLE,0,0
PCT/US99/27496,1999-11-19,?,PCT,LE,HOA,T,67021,1773,428,195000,,None,2307Z-868PC,275,09apr2003 00:00:00,9200,2006-03-27,,,200034033,2000-06-15,,,,PEND,NOVEL CONTROLLABLE ION-EXCHANGE MEMBRANES,0,0
PCT/US99/27497,1999-11-18,?,PCT,None,None,None,,5333,000,000000,,None,22203-705,218,13dec1999 18:06:48,9200,2006-03-27,,,200031538,2000-06-02,,,,PEND,IMPROVED LATERAL FLOW ASSAYS,0,0
PCT/US99/27498,1999-11-18,?,PCT,None,None,None,,5333,000,000000,,None,22903-703,218,13dec1999 18:06:42,9200,2006-03-27,,,200030630,2000-06-02,,,,PEND,COMPOUNDS AND METHODS FOR RELIEVING PAIN,0,0
PCT/US99/27499,1999-11-18,?,PCT,SPISICH,MARK,,88189,1744,015,245000,,None,P623CIP2PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200033718,2000-06-15,,,,PEND,METHOD AND APPARATUS FOR REMOVING STANDING WATER FROM FLAT AND CONTOURED SURFACES AND FROM TEXTURED,0,0
PCT/US99/27500,1999-11-18,?,PCT,GOUDREAU,GEORGE,A,96763,1763,438,689000,,None,06618/377WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200030167,2000-05-25,,,,PEND,POLYMER-BASED ELECTROSPRAY NOZZLE FOR MASS SPECTROMETRY,0,0
PCT/US99/27501,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,7347/VB,218,13dec1999 18:06:17,9200,2006-03-27,,,200031028,2000-06-02,,,,PEND,IMPROVED SYNTHESIS OF BLEACH ACTIVATORS,0,0
PCT/US99/27502,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,1999U032.WO,218,06dec1999 18:06:15,9200,2006-03-27,,,200037511,2000-06-29,,,,PEND,"OLEFIN POLYMERIZATION CATALYST SYSTEM, POLYMERIZATION PROCESS AND POLYMER THEREFROM",0,0
PCT/US99/27503,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,15UL04383,218,13dec1999 18:06:11,9200,2006-03-27,,,200031808,2000-06-02,,,,PEND,HIGH-SENSITIVITY PIEZOCOMPOSITE MATERIAL AND ULTRASONIC TRANSDUCER MADE THEREFROM,0,0
PCT/US99/27504,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,P8428.01,218,09dec1999 18:06:07,9200,2006-03-27,,,200030564,2000-06-02,,,,PEND,POROUS SYNTHETIC VASCULAR GRAFTS WITH ORIENTED INGROWTH CHANNELS,0,0
PCT/US99/27505,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,686.03.498,218,13dec1999 18:06:02,9200,2006-03-27,,,200029553,2000-05-25,,,,PEND,BIOENGINEERED TISSUE CONSTRUCTS AND METHODS FOR PRODUCING AND USING THEREOF,0,0
PCT/US99/27506,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,55007PCT3A,218,25feb2000 18:05:58,9200,2006-03-27,,,200110937,2001-02-15,,,,PEND,POLYMERIC COMPOSITIONS,0,0
PCT/US99/27507,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,54644PCT4A,218,25feb2000 18:05:54,9200,2006-03-27,,,200110936,2001-02-15,,,,PEND,UV-ABSORBING PARTICLES,0,0
PCT/US99/27508,1999-11-19,?,PCT,SALIMI,ALI,REZA,69410,OPLA,435,110000,,None,16412-10001,256,10nov2001 00:00:00,9200,2006-03-27,,,200029626,2000-05-25,,,,PEND,RHADINO VIRUS LANA ACTS IN TRANS ON A UNIT OF RHADINO VIRUS DNA TO MEDIATE EFFICIENT EPISOME,0,0
PCT/US99/27509,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,VIRA:020P,218,13dec1999 18:05:36,9200,2006-03-27,,,200033081,2000-06-08,,,,PEND,IMPROVED SPECIFICITY IN THE DETECTION OF ANTI-RUBELLA IGM ANTIBODIES,0,0
PCT/US99/27510,1999-11-19,?,PCT,MOLLER,RICHARD,ALAN,65186,2856,073,660000,,None,EMCA:005P,256,10nov2001 00:00:00,9200,2006-03-27,,,200031332,2000-06-02,,,,PEND,METHOD AND APPARATUS FOR DETECTING WASHING MACHINE TUB IMBALANCE,0,0
PCT/US99/27511,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,208-6128.PC,218,13dec1999 18:05:25,9200,2006-03-27,,,200030977,2000-06-02,,,,PEND,MULTIPLE DOPED LITHIUM MANGANESE OXIDE COMPOUNDS AND METHODS OF PREPARING SAME,0,0
PCT/US99/27512,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,21041-1240WP,218,13dec1999 18:05:21,9200,2006-03-27,,,200030960,2000-06-02,,,,PEND,OVERHEAD MOUNTED SORTER FOR CONVEYORS,0,0
PCT/US99/27513,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,MEMC 2602,218,13dec1999 18:05:17,9200,2006-03-27,,,200036637,2000-06-22,,,,PEND,METHOD OF PROCESSING SEMICONDUCTOR WAFERS TO BUILD IN BACK SURFACE DAMAGE,0,0
PCT/US99/27514,1999-11-19,?,PCT,DINH,DUNG,C,63465,2153,709,200000,,None,USW0472PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200031919,2000-06-02,,,,PEND,VIDEO AND DATA COMMUNICATION SYSTEM,0,0
PCT/US99/27515,1999-11-19,?,PCT,NGUYEN,HANH,N,97281,2616,370,401000,,None,USW0473PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200033524,2000-06-08,,,,PEND,VIDEO AND DATA COMMUNICATION SYSTEM,0,0
PCT/US99/27516,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,30-4587,218,13dec1999 18:04:52,9200,2006-03-27,,,200031163,2000-06-02,,,,PEND,POLY (ARLENE ETHER) HOMOPOLYMER COMPOSITIONS AND METHODS OF MANUFACTURE THEREOF,0,0
PCT/US99/27517,1999-11-19,?,PCT,BANGACHON,WILLIAM,L,78906,2612,340,010100,,None,YO897-0176R1,256,10nov2001 00:00:00,9200,2006-03-27,,,200036556,2000-06-22,,,,PEND,CHARGE SHARING DELAY CIRCUIT FOR PASSIVE RADIO FREQUENCY (RF) TAGS,0,0
PCT/US99/27518,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,IN-5277,218,13dec1999 18:04:40,9200,2006-03-27,,,200053653,2000-09-14,,,,PEND,POWDER SLURRY COMPOSITION CONTAINING PARTCULATE CARBAMATE FUNCTIONAL COMPOUNDS,0,0
PCT/US99/27519,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,IN-5043,218,09dec1999 18:04:35,9200,2006-03-27,,,200036028,2000-06-22,,,,PEND,PARTICULATE CARBAMATE FUNCTIONAL COMPOUNDS AND POWDER COATINGS COMPRISING THE SAME,0,0
PCT/US99/27520,1999-11-19,?,PCT,CHAWAN,VIJAY,B,65633,2658,704,200000,,None,740221.90028,256,10nov2001 00:00:00,9200,2006-03-27,,,200031726,2000-06-02,,,,PEND,DIGITAL DICTATION CARD AND METHOD OF USE IN BUSINESS,0,0
PCT/US99/27521,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,IN-5278,218,09dec1999 18:04:19,9200,2006-03-27,,,200036035,2000-06-22,,,,PEND,PARTICULATE CARBAMATE FUNCTIONAL COMPOUNDS AND POWDER COATINGS COMPRISING THE SAME,0,0
PCT/US99/27522,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,IN-5279,218,09dec1999 18:04:14,9200,2006-03-27,,,200036036,2000-06-22,,,,PEND,POWDER SLURRY COMPOSITION CONTAINING PARTICULATE CARBAMATE FUNCTIONAL COMPOUNDS,0,0
PCT/US99/27523,1999-11-22,?,PCT,None,None,None,,5331,000,000000,,None,1107.85044,218,13dec1999 18:04:10,9200,2006-03-27,,,200031300,2000-06-02,,,,PEND,GENOTYPING BY MASS SPECTROMETRIC ANALYSIS OF SHORT DNA FRAGMENTS,0,0
PCT/US99/27524,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,00451/196361,218,09dec1999 18:04:05,9200,2006-03-27,,,200116415,2001-03-08,,,,PEND,PROCESS OF ROTARY KNITTING A TUBULAR BLANK WITH KNITTED POCKET ON MULTI-FEED CIRCULAR KNITTING,0,0
PCT/US99/27525,1999-11-19,?,PCT,None,None,None,,5331,000,000000,,None,03038-0193WP,218,13dec1999 18:03:58,9200,2006-03-27,,,200029624,2000-05-25,,,,PEND,METHODS AND COMPOSITIONS FOR DETECTION OF NUCLEIC ACID SEQUENCES AND SIGNAL AMPLIFICATION,0,0
